0,14,65.0,0.6186871250993421
0,14,68.0,0.644604598618403
0,14,69.0,0.651417286985697
0,14,70.0,0.6413898034691284
0,14,71.0,0.6203333076476322
0,14,72.0,0.6508279225023381
0,14,75.0,0.6508279225023381
0,14,80.0,0.6343736959134797
0,14,81.0,0.651417286985697
0,14,83.0,0.644604598618403
0,14,85.0,0.5731530718924601
0,13,65.0,0.5875515399644426
0,13,68.0,0.6024440894199192
0,13,69.0,0.6167835019564134
0,13,70.0,0.6136898533175806
0,13,71.0,0.5995783094580613
0,13,72.0,0.6159209330665906
0,13,75.0,0.5995783094580613
0,13,80.0,0.6167835019564134
0,13,81.0,0.5546384240704092
0,13,83.0,0.5875515399644426
